,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes,Sh,SoT,PK,PKatt,Saves,CS,Nation,xG,xGA,Venue Num,target
225,2023-11-16,20:45,UEFA Euro Qualifying,Group stage,Thu,Home,W,4.0,2.0,Iceland,57.0,21548.0,Milan Škriniar,4-3-3,Craig Pawson,Match Report,,17.0,8.0,1,1,0.0,0,Slovakia,,,1,3.0
6,2023-11-16,19:00,UEFA Euro Qualifying,Group stage,Thu,Away,W,3.0,1.0,Cyprus,77.0,9667.0,Jesús Navas,4-3-3,Mykola Balakin,Match Report,,14.0,5.0,0,0,2.0,0,Spain,,,2,3.0
151,2023-11-16,19:00,UEFA Euro Qualifying,Group stage,Thu,Away,D,2.0,2.0,Bulgaria,59.0,230.0,Dominik Szoboszlai,3-4-1-2,Daniel Stefański,Match Report,,20.0,5.0,0,0,0.0,0,Hungary,,,2,2.0
141,2023-11-16,21:00,UEFA Euro Qualifying,Group stage,Thu,Away,L,0.0,3.0,Azerbaijan,64.0,5570.0,Victor Lindelöf,4-4-2,Esther Staubli,Match Report,,18.0,6.0,0,0,0.0,0,Sweden,,,2,1.0
212,2023-11-16,20:45,UEFA Euro Qualifying,Group stage,Thu,Away,W,2.0,0.0,Liechtenstein,84.0,5749.0,Cristiano Ronaldo,3-4-3,Mohammed Al Hakim,Match Report,,29.0,8.0,0,0,1.0,1,Portugal,,,2,3.0
16,2023-11-16,21:00,UEFA Euro Qualifying,Group stage,Thu,Away,D,2.0,2.0,Georgia,64.0,44595.0,John McGinn,4-3-3,Aleksandar Stavrev,Match Report,,16.0,5.0,0,0,4.0,0,Scotland,,,2,2.0
131,2023-11-16,19:00,UEFA Euro Qualifying,Group stage,Thu,Away,W,2.0,0.0,Estonia,69.0,4488.0,David Alaba,4-3-3,Nikola Dabanović,Match Report,,16.0,4.0,0,0,0.0,1,Austria,,,2,3.0
27,2023-11-16,21:00,UEFA Euro Qualifying,Group stage,Thu,Home,D,2,2,Scotland,36.0,44595.0,Guram Kashia,5-3-2,Aleksandar Stavrev,Match Report,,8.0,6.0,0,0,3.0,0,Georgia,,,1,2.0
174,2023-11-17,20:45,UEFA Euro Qualifying,Group stage,Fri,Home,W,2.0,1.0,Slovenia,66.0,35608.0,Kasper Schmeichel,5-3-2,Sánchez Santos,Match Report,,12.0,8.0,0,0,0.0,0,Denmark,,,1,3.0
99,2023-11-17,19:00,UEFA Euro Qualifying,Group stage,Fri,Away,D,1.0,1.0,Moldova,53.0,9537.0,Berat Djimsiti,4-3-3,William Collum,Match Report,,10.0,4.0,1,1,5.0,0,Albania,,,2,2.0
68,2023-11-17,20:45,UEFA Euro Qualifying,Group stage,Fri,Home,W,5.0,2.0,N. Macedonia,64.0,56364.0,Gianluigi Donnarumma,4-3-3,Felix Zwayer,Match Report,,20.0,11.0,0,1,0.0,0,Italy,,,1,3.0
57,2023-11-17,19:45,UEFA Euro Qualifying,Group stage,Fri,Home,W,2.0,0.0,Malta,75.0,81388.0,Harry Kane,4-3-3,Luís Godinho,Match Report,,11.0,3.0,0,0,0.0,1,England,,,1,3.0
111,2023-11-17,20:45,UEFA Euro Qualifying,Group stage,Fri,Home,D,1,1,Czechia,61.0,56310.0,Robert Lewandowski,3-5-2,Daniele Orsato,Match Report,,18.0,5.0,0,0,2.0,0,Poland,,,1,2.0
37,2023-11-18,20:45,UEFA Euro Qualifying,Group stage,Sat,Home,W,14.0,0.0,Gibraltar,73.0,32758.0,Kylian Mbappé,4-2-3-1,John Brooks,Match Report,,39.0,20.0,1,1,0.0,1,France,,,1,3.0
47,2023-11-18,20:45,UEFA Euro Qualifying,Group stage,Sat,Home,W,1.0,0.0,Rep. of Ireland,55.0,51811.0,Virgil van Dijk,3-4-3,Marco Di Bello,Match Report,,19.0,5.0,0,0,1.0,1,Netherlands,,,1,3.0
199,2023-11-18,20:45,UEFA Euro Qualifying,Group stage,Sat,Home,D,1.0,1.0,Kosovo,77.0,33000.0,Granit Xhaka,4-3-3,António Nobre,Match Report,,17.0,5.0,0,0,2.0,0,Switzerland,,,1,2.0
186,2023-11-18,21:45,UEFA Euro Qualifying,Group stage,Sat,Away,W,2.0,1.0,Israel,35.0,2921.0,Nicolae Stanciu,4-2-3-1,François Letexier,Match Report,,18.0,8.0,0,0,4.0,0,Romania,,,2,3.0
90,2023-11-18,19:00,UEFA Euro Qualifying,Group stage,Sat,Away,W,2.0,0.0,Latvia,69.0,6747.0,Luka Modrić,4-2-3-1,Urs Schnyder,Match Report,,14.0,6.0,0,0,0.0,1,Croatia,,,2,3.0
163,2023-11-19,15:00,UEFA Euro Qualifying,Group stage,Sun,Home,D,2.0,2.0,Bulgaria,58.0,7325.0,Dušan Tadić,3-4-3,Erik Lambrechts,Match Report,,18.0,8.0,0,0,0.0,0,Serbia,,,1,2.0
28,2023-11-19,20:45,UEFA Euro Qualifying,Group stage,Sun,Away,L,1,3,Spain,24.0,24146.0,Guram Kashia,5-3-2,Ovidiu Hațegan,Match Report,,8.0,1.0,0,0,7.0,0,Georgia,,,2,1.0
121,2023-11-19,18:00,UEFA Euro Qualifying,Group stage,Sun,Home,W,5.0,0.0,Azerbaijan,75.0,30276.0,Romelu Lukaku,4-2-3-1,Gergő Bogár,Match Report,,22.0,7.0,0,0,0.0,1,Belgium,,,1,3.0
213,2023-11-19,19:45,UEFA Euro Qualifying,Group stage,Sun,Home,W,2.0,0.0,Iceland,74.0,45655.0,Cristiano Ronaldo,4-3-3,Anastasios Papapetrou,Match Report,,23.0,11.0,0,0,4.0,1,Portugal,,,1,3.0
142,2023-11-19,18:00,UEFA Euro Qualifying,Group stage,Sun,Home,W,2.0,0.0,Estonia,62.0,11201.0,Albin Ekdal,4-4-2,Fabio Maresca,Match Report,,15.0,4.0,0,0,0.0,1,Sweden,,,1,3.0
226,2023-11-19,20:45,UEFA Euro Qualifying,Group stage,Sun,Away,W,2.0,1.0,Bosnia & Herz'na,57.0,3800.0,Milan Škriniar,4-3-3,Julian Weinberger,Match Report,,10.0,3.0,0,0,2.0,0,Slovakia,,,2,3.0
17,2023-11-19,19:45,UEFA Euro Qualifying,Group stage,Sun,Home,D,3.0,3.0,Norway,50.0,48138.0,John McGinn,4-2-3-1,Horațiu Fesnic,Match Report,,9.0,2.0,1,1,3.0,0,Scotland,,,1,2.0
152,2023-11-19,15:00,UEFA Euro Qualifying,Group stage,Sun,Home,W,3.0,1.0,Montenegro,62.0,59600.0,Dominik Szoboszlai,3-4-3,Danny Makkelie,Match Report,,14.0,5.0,0,0,5.0,0,Hungary,,,1,3.0
7,2023-11-19,20:45,UEFA Euro Qualifying,Group stage,Sun,Home,W,3.0,1.0,Georgia,76.0,24146.0,Álvaro Morata,4-3-3,Ovidiu Hațegan,Match Report,,20.0,9.0,0,0,0.0,0,Spain,,,1,3.0
175,2023-11-20,19:45,UEFA Euro Qualifying,Group stage,Mon,Away,L,0.0,2.0,Northern Ireland,80.0,17366.0,Kasper Schmeichel,4-3-3,Jérôme Brisard,Match Report,,14.0,3.0,0,0,0.0,0,Denmark,,,2,1.0
58,2023-11-20,20:45,UEFA Euro Qualifying,Group stage,Mon,Away,D,1.0,1.0,N. Macedonia,75.0,27982.0,Kyle Walker,4-2-3-1,Filip Glova,Match Report,,16.0,2.0,0,0,1.0,0,England,,,2,2.0
80,2023-11-20,21:45,UEFA Euro Qualifying,Group stage,Mon,Home,D,0.0,0.0,Italy,42.0,26403.0,Taras Stepanenko,4-1-4-1,Jesús Gil,Match Report,,7.0,4.0,0,0,2.0,1,Ukraine,,,1,2.0
69,2023-11-20,21:45,UEFA Euro Qualifying,Group stage,Mon,Away,D,0.0,0.0,Ukraine,59.0,26403.0,Gianluigi Donnarumma,4-3-3,Jesús Gil,Match Report,,17.0,2.0,0,0,4.0,1,Italy,,,2,2.0
100,2023-11-20,20:45,UEFA Euro Qualifying,Group stage,Mon,Home,D,0.0,0.0,Faroe Islands,64.0,21456.0,Berat Djimsiti,4-3-3,Sven Jablonski,Match Report,,8.0,4.0,0,0,0.0,1,Albania,,,1,2.0
91,2023-11-21,20:45,UEFA Euro Qualifying,Group stage,Tue,Home,W,1.0,0.0,Armenia,67.0,20398.0,Luka Modrić,4-3-3,Ivan Kružliak,Match Report,,21.0,11.0,0,0,2.0,1,Croatia,,,1,3.0
187,2023-11-21,21:45,UEFA Euro Qualifying,Group stage,Tue,Home,W,1.0,0.0,Switzerland,36.0,50224.0,Nicolae Stanciu,4-1-4-1,Davide Massa,Match Report,,9.0,4.0,0,0,4.0,1,Romania,,,1,3.0
200,2023-11-21,21:45,UEFA Euro Qualifying,Group stage,Tue,Away,L,0.0,1.0,Romania,64.0,50224.0,Granit Xhaka,4-3-3,Davide Massa,Match Report,,11.0,4.0,0,0,3.0,0,Switzerland,,,2,1.0
